Instrument,Price Close,"Free Operating Cash Flow, Discrete",Total Debt,"PERCENT_CHG(TR.PriceClose(SDate=2023-08-31),lag=-10D)",Total Common Shares Outstanding,Cash and Equivalents,Net Income Reported - Actual,EBITDA - Mean,Interest Expense - Actual,Short Interest,"PERCENT_CHG(TR.Volume(SDate=2023-08-31),lag=-10D)",Current Assets,Noncurrent Asset,Current Liabilities,"ZAV(TR.PtoDPSMeanEst(SDate=2023-08-31,Period=FQ1))","ZAV(TR.PtoEPSMeanEst(SDate=2023-08-31,Period=FQ1))",Book Value Percentage of Market Capitalization (O/S),1 Month Total Return,Company Market Cap
TPH.N,31.1,400653000.0,1378051000,3.21938267507468,101017710,889664000,576060000,98450000,0,2609472.0,-4.17171066077633,,,,0.0,53.5016945070447,150.98099011556,-2.44667503136761,3078727643.8
VTOL.N,27.7,,511421000,-3.07907627711686,28009000,160029000,,44250000,,219900.0,169.557290770871,493125000.0,1318876000.0,285590000.0,0.0,43.968253968254,,-9.97725056873581,780477942.3
ZTS.N,190.51,715000000.0,7904000000,4.2348306614871,463808060,3577000000,2114000000,911783330,221000000,3778619.0,59.5783694717042,7506000000.0,7419000000.0,3167000000.0,476.275,138.609179011088,6.44921836214617,1.28661810835235,87694973571.55
RC.N,10.92,160344000.0,9390601000,5.40540540540541,110523640,163041000,186267000,,400774000,6202062.0,-10.9412741020969,,,,28.1030444964871,29.5135135135135,136.438287364559,-5.61797752808989,1877932208.88
SEAS.N,48.7,363883000.0,2113514000,0.744724865535787,63911230,79196000,291190000,258303130,117501000,3216590.0,-19.0768524962384,233696000.0,2092091000.0,409206000.0,0.0,24.233678343949,,-12.0462344229727,3115406206.0
BIT.N,14.84,97591340.0,293565740,1.99312714776632,37685920,,,,,572776.0,-28.7240680081111,,,,0.0,0.0,101.711593742573,0.094436039898604,559845692.84
TMHC.N,47.4,1077191000.0,2483861000,4.68197879858657,107995260,724488000,1052800000,260100000,17674000,2809972.0,3.64956499488229,,,,0.0,30.5363182477049,140.81130319075,-2.10656753407684,5187839418.6
COTY.N,11.56,389200000.0,4378500000,3.67713004484305,852800000,246900000,495000000,333789110,257900000,20616225.0,44.6761454908204,2051700000.0,10609900000.0,2736800000.0,770.666666666667,70.4878048780488,36.3624295957165,-3.98671096345506,9858429533.88
MODN.N,27.0,24294000.0,135417000,-2.94751976994968,37358000,193524000,-28635000,11628890,14763000,3111609.0,289.303333831664,261536000.0,130711000.0,106928000.0,0.0,91.3829283151696,10.6176726254974,-18.9675870348139,1037819898.0
EVTC.N,39.57,127058000.0,430248000,0.584646670055915,64847230,197229000,239009000,69021800,24772000,783128.0,48.153592320384,389129000.0,742614000.0,208410000.0,1582.8,60.412213740458,22.3332928937026,0.6102212051869,2557433277.27
DSL.N,12.05,260270140.0,510000000,1.09060402684564,101996830,,,,,1219511.0,11.9432735352743,,,,0.0,0.0,111.936049437552,0.333055786844283,1229061777.4
AHH.N,11.39,-168723000.0,1114738000,1.15452930728242,67729850,48139000,82457000,43429500,37107000,630680.0,64.3846228333495,,,,56.95,122.040072859745,46.8899263990471,-8.29307568438001,1019972859.84
PFSI.N,71.77,5895527000.0,7011441000,2.42614528328814,49988490,,475507000,,271551000,2338487.0,105.133905597069,,,,358.85,43.7469903752964,122.322850270082,-4.33860679092521,3579432865.28
HASI.N,22.37,-136518000.0,2975288000,10.9072880515617,90837010,155714000,41502000,37000000,115559000,11679627.0,-39.6929793088512,,,,55.925,42.3473734027449,63.2825052752107,-14.3240137878208,2399538764.62
FPF.N,15.29,116220430.0,549600000,0.525969756738976,60847830,205070,,,,19705.0,15.4075924618476,,,,0.0,0.0,112.693411296855,-2.31368158596895,930363274.83
ECOM.N,23.09,29248000.0,12000,0,30188600,100567000,47215000,,127000,,NaN,144950000.0,95022000.0,48874000.0,0.0,0.0,25.2596278240225,NaN,667681823.37
VOYA.N,69.68,1233000000.0,2235000000,-0.655831194753342,97186970,1007000000,474000000,,134000000,2167866.0,39.4942648592284,,,,178.666666666667,33.408287825249,56.048713301447,-5.63619177698627,7370757228.64
AMBC.N,12.88,1336000000.0,3746000000,-4.59259259259259,44973760,44000000,522000000,,168000000,2353446.0,452.966224109128,,,,0.0,0.0,159.565130473436,-8.9108910891089,583515494.24
RITM.N,10.31,5899694000.0,21901735000,7.50782064650678,473715100,1336508000,864793000,,791001000,8078660.0,161.079725560361,,,,41.24,26.2507956715468,146.908947036115,2.28174603174605,4983035447.86
IQV.N,222.63,1586000000.0,12976000000,3.9307221885066,185700000,1216000000,1091000000,888084000,416000000,2396537.0,151.439539347409,4981000000.0,20356000000.0,5578000000.0,0.0,90.8519590119446,15.1486193949289,-0.505005362888844,40768507630.65
XPRO.N,23.51,-1735000.0,14820000,2.44008714596951,108743760,214788000,-20145000,80864670,2006000,2238591.0,97.4753309721775,875195000.0,1061957000.0,437709000.0,0.0,77.3991769547325,65.2241743133899,5.94862550698514,2556692422.46
CUBI.N,35.14,-143498000.0,305532000,-1.95312500000001,32373700,,218402000,,261653000,1645020.0,255.164303291504,,,,0.0,22.3589521706763,137.296353255112,-16.2934730824202,1099581939.54
CSTM.N,18.0,177000000.0,2056000000,4.65116279069768,144301590,166000000,308000000,180400000,131000000,1555873.0,64.5852072678677,2056000000.0,2885000000.0,1693000000.0,0.0,35.6881613183001,45.8277652849086,-5.70979570455738,2642757912.0
DFP.N,17.64,-9951120.0,276300000,0.113507377979566,20538140,,,,,110256.0,69.2677931387609,,,,0.0,0.0,106.25564358526,-2.82810003939585,362292736.68
DOC.N,13.91,-103341000.0,1818117000,1.38483965014577,233292030,7730000,104366000,86839000,72234000,11458105.0,57.259132171215,,,,60.4782608695652,270.46470931363,86.8839474326042,-5.63093622795112,3316900648.36
CWENa.N,23.44,386000000.0,6813000000,0.904003443822647,201972810,657000000,582000000,334803330,232000000,263576.0,5.465291782403,1276000000.0,11036000000.0,617000000.0,60.1025641025641,28.9382716049383,35.4833297006274,-3.40859343331985,3900728358.5
REXR.N,53.47,-30266000.0,1936381000,5.29736116581331,189114130,36786000,157481000,137806670,48496000,9215761.0,-23.8110916112926,,,,140.710526315789,198.037037037037,60.08105568151,-2.94064258486113,11038439891.27
ASC.N,12.44,117008000.0,174296000,-8.25958702064897,40626580,50569000,135054000,26956500,17484000,1280626.0,-41.103907875314,157738000.0,566121000.0,52929000.0,93.3023325583139,33.0851063829787,80.3346952455997,-10.3382942135867,513716704.2
SIRE.N,25.33,5400000.0,137000000,0,20200000,21300000,63300000,,5800000,,NaN,341500000.0,330400000.0,111600000.0,0.0,0.0,,NaN,501528706.03
SPNT.N,11.06,277300000.0,778000000,5.43374642516683,162177650,705300000,-402800000,,38600000,3581073.0,56.9107036722165,,,,0.0,55.3,195.935307589554,18.4154175588865,1819381989.04
KIO.N,12.45,1387660.0,122403850,5.50847457627117,22340320,3512570,,,,69346.0,160.644868816229,,,,0.0,0.0,102.450855607076,4.885253505103,253236921.75
AMH.N,36.04,-1407031000.0,4515998000,2.79520821448944,353516900,69155000,250781000,209447700,134871000,7612247.0,23.9471304640826,,,,166.851851851852,337.864441736196,60.9781827331806,-3.84204909284951,13046528005.28
IRT.N,16.83,-2031000.0,2631645000,5.18749999999999,224064940,16084000,117249000,93108000,86955000,9412992.0,-30.4060549596418,,,,116.875,219.512195121951,95.2028719246056,-1.23239436619722,3781838770.38
MUSA.N,317.64,659500000.0,1806900000,1.05303343619763,21749840,60500000,117700000,256120000,76200000,1795549.0,60.8418967438405,726800000.0,3396400000.0,854200000.0,835.894736842105,55.669376760261,10.1441952643199,3.58191304765672,6814335366.96
DOOR.N,102.71,74890000.0,895677000,0.636880266509888,22155040,296922000,214233000,112510750,41331000,451375.0,19.3526878733157,1163640000.0,1084538000.0,348933000.0,0.0,49.7474123692865,40.7713177339646,-1.75992348158774,2259972192.59
RMAX.N,16.2,43024000.0,448320000,-3.97154712507411,17874240,108663000,4838000,24729800,20903000,463166.0,12.4100661912832,192962000.0,502272000.0,119668000.0,70.4347826086956,44.6896551724138,141.482402836654,-16.769531838025,293658453.0
SAIC.N,117.66,424000000.0,2374000000,1.23031919470016,54000000,109000000,300000000,159738000,120000000,939344.0,62.7283452343993,1197000000.0,4346000000.0,1126000000.0,318.0,72.508781660196,29.7934462226318,-3.03280039558266,6316341074.04
VEEV.N,208.7,766958000.0,0,11.2176925126565,158244610,886465000,487706000,229943360,,4019374.0,208.432326118439,3969313000.0,834983000.0,1006803000.0,0.0,165.691466135268,13.9957769381267,2.19371266281458,33438721669.0
RNG.N,30.93,100872000.0,1638411000,7.54520166898469,95385000,181831000,-879166000,122592000,339000,4644272.0,125.653895283943,796016000.0,1277646000.0,652559000.0,0.0,41.0756972111554,,-25.2176015473888,2928593657.31
AR.N,27.67,2107371000.0,1185635000,-0.216372160115394,297359000,,1898771000,235871910,125372000,21348422.0,4.57450651842451,787525000.0,13330514000.0,1774909000.0,37.9041095890411,1405.28186896902,72.6200633381889,3.43925233644855,8311619579.98
BRX.N,21.98,-463294000.0,5035501000,2.0901068276823,299915760,16492000,354193000,196837500,192427000,6665163.0,142.600218970037,,,,84.5384615384615,108.543209876543,42.1385054571003,-3.34212840809146,6607030645.18
CHGG.N,10.21,148829000.0,1188593000,-3.77002827521205,126473830,440145000,266638000,35396550,6040000,5356455.0,-54.0644754539341,1144400000.0,1321016000.0,138874000.0,0.0,59.3604651162791,35.214610264466,0.789733464955589,1177430350.48
ESNT.N,50.22,492708000.0,420864000,-0.258192651439926,107683000,,831353000,,15608000,800435.0,40.2500692489548,,,,200.88,32.0382775119617,106.558354925498,1.75403225806452,5372958904.38
MMI.N,33.3,-58395000.0,0,1.80372974625496,39255840,235873000,104225000,-3300000,708000,1122536.0,-4.87587381964681,527140000.0,476568000.0,152015000.0,0.0,0.0,52.6128705041738,-9.21483097055618,1280737813.5
BURL.N,162.26,148992000.0,1475706000,-4.44051825677269,65019710,872623000,230123000,181997100,66474000,2318213.0,63.5634005763689,2283792000.0,4985805000.0,1911951000.0,0.0,164.505500076038,5.38626543297897,-8.6476748113951,10522565543.28
TWTR.N,53.7,-378857000.0,4253019000,0,799384000,1849591000,-221409000,,51186000,,NaN,7918370000.0,6141146000.0,1343867000.0,0.0,0.0,21.1440426731911,NaN,41093718362.4
OMF.N,41.51,1907000000.0,18281000000,4.50654582074521,121042130,498000000,878000000,,910000000,2266146.0,15.7750097492717,,,,41.51,26.9290153490846,74.406548407931,-6.68267922429807,4998570274.6
BABA.N,92.9,165400000000.0,161354000000,2.48207391064534,20526017710,193086000000,72509000000,48707644670,5918000000,38389373.0,-0.951438388915454,697965999999.999,1055078000000.001,385351000000.0,0.0,44.2317459116231,54.9666283531328,-9.06421299921695,236284102234.4
AMC.N,12.55,-831200000.0,5199600000,-64.7937317200219,58575420,631500000,-973600000,68430430,378700000,17108297.7748129,279.800562827584,902100000.0,8233500000.0,1690300000.0,0.0,0.0,,-71.3816249796556,1987643536.05
ARMK.N,37.18,192982000.0,7410907000,1.91885964912281,258728940,329452000,194484000,459931330,381533000,10188588.0,14.4196750509397,3291990000.0,11790446000.0,3285886000.0,344.259259259259,56.7365063862905,37.6785241965802,-7.63204080951252,9705848480.9
CPS.N,14.94,-107300000.0,1036184000,-7.66378244746601,17108030,186875000,-215384000,51000000,78514000,990873.0,-47.92852387191,945649000.0,1017880000.0,631618000.0,0.0,0.0,69.492821745452,-18.8925081433225,256930336.26
TPVG.N,11.14,-150483000.0,566980000,3.62790697674419,35348000,,-20070000,,,2507396.0,-50.3181107456732,,,,27.85,22.0049382716049,114.116653113642,-11.7274167987322,394876817.28
KODK.N,4.47,-151000000.0,317000000,-7.64462809917356,79100000,217000000,,,,4045816.0,-9.67129595610748,681000000.0,1604000000.0,293000000.0,0.0,0.0,431.815551766882,-18.5792349726776,355246799.79
ATHM.N,28.9,2025853000.0,0,-4.6519300560871,492742470,2801299000,1807176000,264815000,,1611054.0,1138.86716231897,24424931000.0,5290888000.0,4058676000.0,0.0,46.8463940594688,91.88420221794,-9.60275258054422,3644974351.98165
ALLE.N,113.81,251600000.0,2094500000,7.49976386133938,87852780,288000000,458000000,220412000,75900000,1929263.0,35.0564389882178,1214600000.0,2776600000.0,703600000.0,252.911111111111,65.8241758241758,10.1854249543048,-2.60996063665928,9990243620.96
NVGS.N,13.76,84539000.0,806290000,2.15293244246473,76804470,153194000,53473000,67162330,50840000,484479.0,-72.868770526917,228321000.0,1868417000.0,159623000.0,393.142857142857,48.1674659572234,125.800269363356,-1.50322118826057,1011387808.96
HLT.N,148.65,1456000000.0,8747000000,-0.761065491688355,267860300,1209000000,1255000000,803905860,415000000,4031205.0,182.049631532676,2870000000.0,12642000000.0,3372000000.0,874.411764705882,89.6237790907995,27.1486415243058,-4.30151761942782,38873991585.9
NETI.N,10.84,-14666000.0,64292000,-3.47284060552093,38446390,119958000,104885000,17789500,2118000,893513.0,-7.47919257629389,174172000.0,640332000.0,45011000.0,3255.25525525526,40.0487678723168,185.129253963479,-14.4305429313182,418934769.96
LADR.N,10.96,-301000.0,4245697000,7.66208251473479,126502050,609078000,142217000,,195602000,2768587.0,119.180022308325,,,,46.6382978723404,33.5506780543056,120.668818973092,-0.272975432211098,1391169820.88
IBP.N,144.73,169587000.0,870059000,0.618743047830914,28306480,229627000,223428000,113675730,41574000,1433289.0,-23.7208081868276,884411000.0,894521000.0,328061000.0,438.575757575758,60.8109243697479,20.1555507910904,-2.22267261180921,4111861506.64
FPI.N,11.1,-56267000.0,436875000,1.18505013673654,54318310,,8401000,5965500,16143000,1872813.0,-15.106488785239,,,,185.0,222.0,85.3949141872223,-3.39425587467367,542090589.0
OGS.N,72.47,827402000.0,3234459000,-2.75093934514224,55349950,9681000,221742000,113143000,77506000,3747307.0,27.3180889832205,1217608000.0,6558788000.0,1189419000.0,111.492307692308,166.215596330275,63.0415575179721,-7.60638746862052,4018410771.0
ESI.N,20.62,171500000.0,1895300000,7.28407908428721,240800000,265600000,187200000,128748330,51200000,3307643.0,49.8776866423348,1188700000.0,3715000000.0,344400000.0,0.0,61.9628583448525,52.968793689734,-1.24045801526714,4979539100.04
GPRK.N,9.59,274381000.0,529693000,-1.94274028629856,57622000,128843000,224435000,111000000,36360000,143756.0,192.862132047231,238144000.0,735831000.0,229155000.0,0.0,12.6184210526316,12.7790665699787,-3.80570138730373,542506300.0
GCI.N,2.91,-4600000.0,1161775000,-5.51948051948052,146223180,94255000,-78002000,70500000,108366000,15421982.0,3.8895020630343,507777000.0,1885778000.0,617038000.0,0.0,0.0,99.7216755128747,3.19148936170213,433802057.52
OUT.N,11.35,-395400000.0,2656000000,3.27570518653321,164200000,40400000,147900000,109100000,131800000,5621348.0,62.3527374538634,390400000.0,5599600000.0,551600000.0,37.8333333333333,70.3875968992248,45.0238886547689,-24.6442432082794,1873234849.3
QUOT.N,3.99,-19920000.0,50784000,0.757575757575764,97149670,56891000,-76511000,12845000,5641000,1605314.0,-77.8860639943688,174731000.0,188428000.0,113611000.0,0.0,399.0,53.6044633338537,1.26903553299487,397923394.26
KN.N,16.03,54200000.0,48900000,-3.02480338777979,91078380,48200000,-430100000,40900000,3900000,1819951.0,132.160524792591,362400000.0,821500000.0,99100000.0,0.0,56.7433628318584,66.4885130880231,-12.2605363984674,1461040179.48
TNET.N,110.93,506000000.0,496000000,5.86944073296431,60555660,354000000,355000000,119051400,39000000,1104198.0,149.4474815892,2326000000.0,1117000000.0,1988000000.0,0.0,78.6291465834987,18.3683979368591,5.41670626247266,6620442837.38
TSLX.N,20.17,-369263000.0,1441796000,1.65952598799024,81389290,25647000,108053000,,62991000,1157350.0,-14.091304978952,,,,40.788675429727,35.6133907761848,93.0673904535211,1.71063686078459,1759655629.27
ATEN.N,14.89,39379000.0,0,2.19629375428964,73738000,67971000,46908000,20602000,1667000,2059771.0,46.1737358693516,256991000.0,112114000.0,118248000.0,0.0,67.4763221099379,14.8195916594452,-3.68304022639987,1103505970.38
QTWO.N,34.41,6504000.0,668692000,3.48872180451127,57735000,199600000,-108983000,18169230,6676000,2121969.0,104.434818355289,531076000.0,818650000.0,192042000.0,0.0,183.275632490013,27.1128453362533,-2.98844093600229,2011145166.12
MC.N,47.41,-147614000.0,0,6.75523530736321,68622300,206794000,168682000,2400000,,6131212.0,244.310734592286,,,,79.0166666666667,1765.078183172,16.8865219642846,-1.69742549217781,3369109298.83
ENLC.N,12.44,495400000.0,4723500000,4.9789029535865,468980630,22600000,361300000,336784570,231600000,14249571.0,109.386940231081,982800000.0,7668200000.0,875400000.0,96.9375827943583,101.967213114754,22.4265735356576,7.24137931034483,5741031761.2
ANET.N,195.23,448169000.0,0,6.82315605165244,306890000,671707000,1352446000,622636250,,3093866.0,86.9114653134231,5550748000.0,1224662000.0,1293531000.0,0.0,123.50466550688,13.1759898041621,25.8817460829196,60439426394.9
ARES.N,103.44,-1606272000.0,13143950000,6.03792926704254,294614240,1114628000,167541000,,71356000,3973623.0,5.52248936957961,,,,135.11677726109,117.22176263273,7.98805977840359,4.25317476315257,31499601140.64
PAYC.N,294.84,228305000.0,29000000,5.14978601997147,57867000,400730000,281389000,157080940,2536000,1028707.0,19.6850924558253,2764172000.0,1138341000.0,2377037000.0,1562.06622516556,182.706012120912,6.58593926565671,-19.9408654795645,17828105906.52
WMS.N,128.16,501285000.0,1324897000,2.76641808996873,78947000,,507086000,237861250,70182000,3612860.0,117.101812909396,1017489000.0,1883636000.0,378802000.0,915.428571428571,78.027397260274,14.2876013788987,5.17255512746948,10085196965.76
PBFX.N,19.9,104162000.0,622544000,0,62574640,33904000,153287000,,40355000,,NaN,104653000.0,796644000.0,28674000.0,0.0,0.0,35.2039402815603,NaN,1248559073.8
THQ.N,18.66,-20.0,225000000,-1.53034300791556,41356060,,,,,34696.0,442.121771217712,,,,0.0,0.0,111.502368167616,-2.88598332603762,771704023.62
ZEN.N,77.48,140690000.0,1119088000,0,121600000,236553000,,,,,NaN,1418632000.0,1032647000.0,911339000.0,0.0,0.0,3.86474874244525,NaN,9625961557.16
CTLT.N,49.97,-322000000.0,4849000000,13.0542986425339,180271740,280000000,-232000000,99741830,184000000,10445961.0,66.0084984748787,2679000000.0,8103000000.0,1507000000.0,0.0,0.0,59.297012312964,2.98845836768349,9008178897.77
FSK.N,20.46,369000000.0,8694000000,2.9175050301811,281731750,,92000000,,365000000,4677644.0,-34.5218604087078,,,,28.8169014084507,26.7769503592509,141.596061516453,1.18717697121973,5730159219.18
SYF.N,32.28,6218000000.0,14191000000,-2.35934664246824,438216760,,2974000000,,1521000000,13779044.0,23.9618609807728,,,,130.276858503511,21.6525133818972,81.9937257761676,-6.54313839027207,13498949176.8
